test_id	ncbi_gene_link	gene_symbol	gene_id	gene_desc	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	linear_fold_change	"diff_exp
U2af2	U2af2	U2af2	22185	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2	chr7:5062142-5079945	pomc	nonpomc	OK	33.063	83.901	1.343	7.289	5.00E-05	8.69E-05	yes	2.538	Yes
Arpc3	Arpc3	Arpc3	56378	"actin related protein 2/3 complex, subunit 3"	chr5:122391927-122406178	pomc	nonpomc	OK	58.075	147.367	1.343	7.075	5.00E-05	8.69E-05	yes	2.538	Yes
Mocs3	Mocs3	Mocs3	69372	molybdenum cofactor synthesis 3	chr2:168230621-168232303	pomc	nonpomc	OK	3.189	8.091	1.343	5.023	5.00E-05	8.69E-05	yes	2.537	Yes
A330076C08Rik	A330076C08Rik	A330076C08Rik	100503592	RIKEN cDNA A330076C08 gene	chr13:44193588-44216487	pomc	nonpomc	OK	0.541	1.373	1.343	2.197	1.50E-04	2.52E-04	yes	2.537	Yes
Sh3gl2	Sh3gl2	Sh3gl2	20404	SH3-domain GRB2-like 2	chr4:85205455-85389379	pomc	nonpomc	OK	47.772	121.140	1.342	7.115	5.00E-05	8.69E-05	yes	2.536	Yes
Zfp956	Zfp956	Zfp956	101197	zinc finger protein 956	chr6:47943174-47965299	pomc	nonpomc	OK	4.636	11.754	1.342	4.659	5.00E-05	8.69E-05	yes	2.535	Yes
Chadl	Chadl	Chadl	214685	chondroadherin-like	chr15:81663935-81697287	pomc	nonpomc	OK	3.338	8.461	1.342	3.509	5.00E-05	8.69E-05	yes	2.535	Yes
Gmppa	Gmppa	Gmppa	69080	GDP-mannose pyrophosphorylase A	chr1:75435942-75443176	pomc	nonpomc	OK	6.807	17.252	1.342	5.620	5.00E-05	8.69E-05	yes	2.534	Yes
1110032A04Rik	1110032A04Rik	1110032A04Rik	.	.	chr3:69819538-69859896	pomc	nonpomc	OK	1.716	4.349	1.341	3.002	5.00E-05	8.69E-05	yes	2.534	Yes
Ier5l	Ier5l	Ier5l	72500	immediate early response 5-like	chr2:30472640-30474199	pomc	nonpomc	OK	2.600	6.588	1.341	5.241	5.00E-05	8.69E-05	yes	2.534	Yes
Scrg1	Scrg1	Scrg1	20284	scrapie responsive gene 1	chr8:57455922-57477585	pomc	nonpomc	OK	5.549	14.059	1.341	3.568	5.00E-05	8.69E-05	yes	2.533	Yes
Mtch2	Mtch2	Mtch2	56428	mitochondrial carrier 2	chr2:90847154-90866634	pomc	nonpomc	OK	19.001	48.139	1.341	6.723	5.00E-05	8.69E-05	yes	2.533	Yes
Prkar1b	Prkar1b	Prkar1b	19085	"protein kinase, cAMP dependent regulatory, type I beta"	chr5:139017303-139130386	pomc	nonpomc	OK	148.545	376.275	1.341	6.461	5.00E-05	8.69E-05	yes	2.533	Yes
Atf4	Atf4	Atf4	11911	activating transcription factor 4	chr15:80255183-80257541	pomc	nonpomc	OK	49.494	125.316	1.340	7.201	5.00E-05	8.69E-05	yes	2.532	Yes
Gjc2	Gjc2	Gjc2	118454	"gap junction protein, gamma 2"	chr11:59175563-59183213	pomc	nonpomc	OK	2.247	5.687	1.340	4.949	5.00E-05	8.69E-05	yes	2.531	Yes
Kcns1	Kcns1	Kcns1	16538	"K+ voltage-gated channel, subfamily S, 1"	chr2:164163618-164171113	pomc	nonpomc	OK	0.202	0.512	1.340	2.239	1.00E-04	1.70E-04	yes	2.531	Yes
Copz2	Copz2	Copz2	56358	"coatomer protein complex, subunit zeta 2"	chr11:96849875-96861202	pomc	nonpomc	OK	2.691	6.811	1.340	3.388	5.00E-05	8.69E-05	yes	2.531	Yes
Bid	Bid	Bid	12122	BH3 interacting domain death agonist	chr6:120893118-120916820	pomc	nonpomc	OK	5.762	14.577	1.339	5.443	5.00E-05	8.69E-05	yes	2.530	Yes
Mknk1	Mknk1	Mknk1	17346	MAP kinase-interacting serine/threonine kinase 1	chr4:115839245-115879248	pomc	nonpomc	OK	4.762	12.047	1.339	5.648	5.00E-05	8.69E-05	yes	2.530	Yes
Coq10a	Coq10a	Coq10a	210582	coenzyme Q10A	chr10:128363096-128370037	pomc	nonpomc	OK	9.545	24.146	1.339	6.742	5.00E-05	8.69E-05	yes	2.530	Yes
Hrasls	Hrasls	Hrasls	27281	HRAS-like suppressor	chr16:29209694-29230530	pomc	nonpomc	OK	8.711	22.037	1.339	6.021	5.00E-05	8.69E-05	yes	2.530	Yes
Exosc2	Exosc2	Exosc2	227715	exosome component 2	chr2:31670736-31681307	pomc	nonpomc	OK	8.570	21.670	1.338	5.804	5.00E-05	8.69E-05	yes	2.528	Yes
Fchsd1	Fchsd1	Fchsd1	319262	FCH and double SH3 domains 1	chr18:37955558-37969731	pomc	nonpomc	OK	6.529	16.506	1.338	5.149	5.00E-05	8.69E-05	yes	2.528	Yes
Prph	Prph	Prph	19132	peripherin	chr15:99055173-99058978	pomc	nonpomc	OK	7.063	17.852	1.338	6.208	5.00E-05	8.69E-05	yes	2.528	Yes
Fbxo9	Fbxo9	Fbxo9	71538	f-box protein 9	chr9:78081499-78109053	pomc	nonpomc	OK	55.225	139.568	1.338	6.814	5.00E-05	8.69E-05	yes	2.527	Yes
H2-Bl	H2-Bl	H2-Bl	14963	"histocompatibility 2, blastocyst"	chr17:36080188-36084249	pomc	nonpomc	OK	0.599	1.513	1.338	2.125	1.00E-04	1.70E-04	yes	2.527	Yes
Srf	Srf	Srf	20807	serum response factor	chr17:46546838-46556162	pomc	nonpomc	OK	4.154	10.498	1.338	6.649	5.00E-05	8.69E-05	yes	2.527	Yes
Snrpa	Snrpa	Snrpa	53607	small nuclear ribonucleoprotein polypeptide A	chr7:27187005-27204320	pomc	nonpomc	OK	20.757	52.456	1.338	6.085	5.00E-05	8.69E-05	yes	2.527	Yes
Aldoa	Aldoa	Aldoa	11674	"aldolase A, fructose-bisphosphate"	chr7:126795233-126800447	pomc	nonpomc	OK	503.759	1272.860	1.337	5.819	5.00E-05	8.69E-05	yes	2.527	Yes
Eno3	Eno3	Eno3	13808	"enolase 3, beta muscle"	chr11:70657212-70662513	pomc	nonpomc	OK	2.651	6.693	1.336	4.134	5.00E-05	8.69E-05	yes	2.525	Yes
Arhgap27	Arhgap27	Arhgap27	544817	Rho GTPase activating protein 27	chr11:103331483-103363692	pomc	nonpomc	OK	2.747	6.933	1.336	5.673	5.00E-05	8.69E-05	yes	2.524	Yes
Gm5506	Gm5506	Gm5506	.	.	chr4:150237196-150248873	pomc	nonpomc	OK	9.109	22.990	1.336	5.674	5.00E-05	8.69E-05	yes	2.524	Yes
Zfp775	Zfp775	Zfp775	243372	zinc finger protein 775	chr6:48613179-48623227	pomc	nonpomc	OK	1.439	3.632	1.335	4.990	5.00E-05	8.69E-05	yes	2.524	Yes
Tnfaip8	Tnfaip8	Tnfaip8	106869	"tumor necrosis factor, alpha-induced protein 8"	chr18:49979426-50093229	pomc	nonpomc	OK	1.598	4.030	1.335	4.112	5.00E-05	8.69E-05	yes	2.522	Yes
Pold4	Pold4	Pold4	69745	"polymerase (DNA-directed), delta 4"	chr19:4231898-4233634	pomc	nonpomc	OK	9.608	24.230	1.334	5.138	5.00E-05	8.69E-05	yes	2.522	Yes
Lrrc59	Lrrc59	Lrrc59	98238	leucine rich repeat containing 59	chr11:94629823-94653754	pomc	nonpomc	OK	16.910	42.642	1.334	6.932	5.00E-05	8.69E-05	yes	2.522	Yes
Nle1	Nle1	Nle1	217011	notchless homolog 1 (Drosophila)	chr11:82900767-82908395	pomc	nonpomc	OK	2.848	7.181	1.334	4.727	5.00E-05	8.69E-05	yes	2.521	Yes
Ccng2	Ccng2	Ccng2	12452	cyclin G2	chr5:93267572-93276231	pomc	nonpomc	OK	5.293	13.345	1.334	5.419	5.00E-05	8.69E-05	yes	2.521	Yes
Gde1	Gde1	Gde1	56209	glycerophosphodiester phosphodiesterase 1	chr7:118688557-118705738	pomc	nonpomc	OK	32.072	80.817	1.333	6.980	5.00E-05	8.69E-05	yes	2.520	Yes
Tarbp2	Tarbp2	Tarbp2	21357	"TARBP2, RISC loading complex RNA binding subunit"	chr15:102518191-102523676	pomc	nonpomc	OK	3.378	8.511	1.333	4.794	5.00E-05	8.69E-05	yes	2.520	Yes
Polm	Polm	Polm	54125	"polymerase (DNA directed), mu"	chr11:5827859-5838016	pomc	nonpomc	OK	2.141	5.394	1.333	4.891	5.00E-05	8.69E-05	yes	2.519	Yes
Ranbp3	Ranbp3	Ranbp3	71810	RAN binding protein 3	chr17:56673224-56711769	pomc	nonpomc	OK	17.669	44.511	1.333	7.138	5.00E-05	8.69E-05	yes	2.519	Yes
Ndufa13	Ndufa13	Ndufa13	67184	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13"	chr8:69894181-69903518	pomc	nonpomc	OK	63.519	159.988	1.333	7.634	5.00E-05	8.69E-05	yes	2.519	Yes
Rrp9	Rrp9	Rrp9	27966	"RRP9, small subunit (SSU) processome component, homolog (yeast)"	chr9:106477308-106485415	pomc	nonpomc	OK	5.398	13.592	1.332	5.489	5.00E-05	8.69E-05	yes	2.518	Yes
Rabggtb	Rabggtb	Rabggtb	19352	"Rab geranylgeranyl transferase, b subunit"	chr3:153907288-153912966	pomc	nonpomc	OK	29.013	73.018	1.332	6.633	5.00E-05	8.69E-05	yes	2.517	Yes
Dhrs4	Dhrs4	Dhrs4	28200	dehydrogenase/reductase (SDR family) member 4	chr14:55478757-55490340	pomc	nonpomc	OK	3.745	9.422	1.331	4.113	5.00E-05	8.69E-05	yes	2.516	Yes
Thap4	Thap4	Thap4	67026	THAP domain containing 4	chr1:93705390-93754838	pomc	nonpomc	OK	6.096	15.338	1.331	6.234	5.00E-05	8.69E-05	yes	2.516	Yes
Ccnd1	Ccnd1	Ccnd1	12443	cyclin D1	chr7:144929930-144939925	pomc	nonpomc	OK	5.310	13.359	1.331	6.236	5.00E-05	8.69E-05	yes	2.516	Yes
Degs1	Degs1	Degs1	13244	"delta(4)-desaturase, sphingolipid 1"	chr1:182275769-182282759	pomc	nonpomc	OK	12.850	32.328	1.331	6.095	5.00E-05	8.69E-05	yes	2.516	Yes
Pex11a	Pex11a	Pex11a	18631	peroxisomal biogenesis factor 11 alpha	chr7:79737263-79743025	pomc	nonpomc	OK	2.651	6.670	1.331	3.201	5.00E-05	8.69E-05	yes	2.516	Yes
Gm15612	Gm15612	Gm15612	100038356	predicted gene 15612	chr6:88842557-88874044	pomc	nonpomc	OK	7.515	18.903	1.331	3.019	5.00E-05	8.69E-05	yes	2.515	Yes
Stmn2	Stmn2	Stmn2	20257	stathmin-like 2	chr3:8509526-8561604	pomc	nonpomc	OK	177.278	445.847	1.331	6.685	5.00E-05	8.69E-05	yes	2.515	Yes
Tead2	Tead2	Tead2	21677	TEA domain family member 2	chr7:45215752-45233619	pomc	nonpomc	OK	0.616	1.550	1.330	3.029	5.00E-05	8.69E-05	yes	2.514	Yes
Atp1b3	Atp1b3	Atp1b3	11933	"ATPase, Na+/K+ transporting, beta 3 polypeptide"	chr9:96332674-96364299	pomc	nonpomc	OK	27.716	69.660	1.330	6.755	5.00E-05	8.69E-05	yes	2.513	Yes
Eif1a	Eif1a	Eif1a	13664	eukaryotic translation initiation factor 1A	chr18:46597703-46610225	pomc	nonpomc	OK	19.749	49.625	1.329	6.707	5.00E-05	8.69E-05	yes	2.513	Yes
Sumo3	Sumo3	Sumo3	20610	small ubiquitin-like modifier 3	chr10:77606233-77618331	pomc	nonpomc	OK	42.205	106.031	1.329	7.027	5.00E-05	8.69E-05	yes	2.512	Yes
Phf1	Phf1	Phf1	21652	PHD finger protein 1	chr17:26933126-26937890	pomc	nonpomc	OK	14.026	35.235	1.329	7.186	5.00E-05	8.69E-05	yes	2.512	Yes
Nop16	Nop16	Nop16	28126	NOP16 nucleolar protein	chr13:54584190-54590074	pomc	nonpomc	OK	9.358	23.506	1.329	5.862	5.00E-05	8.69E-05	yes	2.512	Yes
Rasd2	Rasd2	Rasd2	75141	"RASD family, member 2"	chr8:75213943-75224113	pomc	nonpomc	OK	16.090	40.404	1.328	6.988	5.00E-05	8.69E-05	yes	2.511	Yes
Med10	Med10	Med10	28077	mediator complex subunit 10	chr13:69809881-69816094	pomc	nonpomc	OK	15.650	39.295	1.328	5.512	5.00E-05	8.69E-05	yes	2.511	Yes
Ppcs	Ppcs	Ppcs	106564	phosphopantothenoylcysteine synthetase	chr4:119418532-119422420	pomc	nonpomc	OK	5.321	13.358	1.328	4.991	5.00E-05	8.69E-05	yes	2.511	Yes
Aurkaip1	Aurkaip1	Aurkaip1	66077	aurora kinase A interacting protein 1	chr4:155831268-155833098	pomc	nonpomc	OK	38.908	97.679	1.328	7.092	5.00E-05	8.69E-05	yes	2.510	Yes
Nsg2	Nsg2	Nsg2	18197	neuron specific gene family member 2	chr11:32000458-32059202	pomc	nonpomc	OK	125.916	316.100	1.328	6.708	5.00E-05	8.69E-05	yes	2.510	Yes
Fahd2a	Fahd2a	Fahd2a	68126	fumarylacetoacetate hydrolase domain containing 2A	chr2:127436214-127444565	pomc	nonpomc	OK	9.238	23.190	1.328	5.358	5.00E-05	8.69E-05	yes	2.510	Yes
Rell2	Rell2	Rell2	225392	RELT-like 2	chr18:37955558-37969731	pomc	nonpomc	OK	11.760	29.520	1.328	4.458	5.00E-05	8.69E-05	yes	2.510	Yes
Wdr34	Wdr34	Wdr34	71820	WD repeat domain 34	chr2:30031557-30048879	pomc	nonpomc	OK	14.188	35.615	1.328	6.736	5.00E-05	8.69E-05	yes	2.510	Yes
Psmd10	Psmd10	Psmd10	53380	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10"	chrX:140948424-140956711	pomc	nonpomc	OK	10.659	26.752	1.328	5.305	5.00E-05	8.69E-05	yes	2.510	Yes
Leprel4	Leprel4	Leprel4	.	.	chr11:100408749-100414819	pomc	nonpomc	OK	5.645	14.162	1.327	5.830	5.00E-05	8.69E-05	yes	2.509	Yes
2700029M09Rik	2700029M09Rik	2700029M09Rik	.	.	chr8:60890450-60907572	pomc	nonpomc	OK	29.506	74	1.327	6.242	5.00E-05	8.69E-05	yes	2.508	Yes
Rhot2	Rhot2	Rhot2	214952	ras homolog family member T2	chr17:25838837-25861515	pomc	nonpomc	OK	12.551	31.464	1.326	6.409	5.00E-05	8.69E-05	yes	2.507	Yes
D17Wsu92e	D17Wsu92e	D17Wsu92e	224647	"DNA segment, Chr 17, Wayne State University 92, expressed"	chr17:27751234-27820542	pomc	nonpomc	OK	24.666	61.791	1.325	7.124	5.00E-05	8.69E-05	yes	2.505	Yes
Ccl27a	Ccl27a	Ccl27a	20301	chemokine (C-C motif) ligand 27A	chr4:41760442-41774176	pomc	nonpomc	OK	22.333	55.902	1.324	3.386	5.00E-05	8.69E-05	yes	2.503	Yes
Epn1	Epn1	Epn1	13854	epsin 1	chr7:5080234-5098178	pomc	nonpomc	OK	43.532	108.964	1.324	7.509	5.00E-05	8.69E-05	yes	2.503	Yes
Prkcz	Prkcz	Prkcz	18762	"protein kinase C, zeta"	chr4:155260119-155361391	pomc	nonpomc	OK	21.029	52.633	1.324	7.093	5.00E-05	8.69E-05	yes	2.503	Yes
Hfe2	Hfe2	Hfe2	69585	hemochromatosis type 2 (juvenile)	chr3:96525184-96529216	pomc	nonpomc	OK	0.599	1.500	1.323	2.807	5.00E-05	8.69E-05	yes	2.502	Yes
Mblac1	Mblac1	Mblac1	330216	metallo-beta-lactamase domain containing 1	chr5:138194313-138195621	pomc	nonpomc	OK	1.916	4.792	1.323	3.774	5.00E-05	8.69E-05	yes	2.501	Yes
Gpn1	Gpn1	Gpn1	74254	GPN-loop GTPase 1	chr5:31494760-31511627	pomc	nonpomc	OK	9.876	24.702	1.323	6.020	5.00E-05	8.69E-05	yes	2.501	Yes
Slc35c2	Slc35c2	Slc35c2	228875	"solute carrier family 35, member C2"	chr2:165276521-165287838	pomc	nonpomc	OK	7.474	18.691	1.322	5.915	5.00E-05	8.69E-05	yes	2.501	Yes
Mgst1	Mgst1	Mgst1	56615	microsomal glutathione S-transferase 1	chr6:138140536-138156752	pomc	nonpomc	OK	4.778	11.948	1.322	3.617	5.00E-05	8.69E-05	yes	2.501	Yes
Alg14	Alg14	Alg14	66789	asparagine-linked glycosylation 14	chr3:121291816-121362011	pomc	nonpomc	OK	5.625	14.065	1.322	4.026	5.00E-05	8.69E-05	yes	2.500	Yes
Zfp707	Zfp707	Zfp707	69020	zinc finger protein 707	chr15:75969184-75975865	pomc	nonpomc	OK	2.727	6.819	1.322	4.648	5.00E-05	8.69E-05	yes	2.500	Yes
Slc25a33	Slc25a33	Slc25a33	70556	"solute carrier family 25, member 33"	chr4:149744035-149774267	pomc	nonpomc	OK	17.460	43.657	1.322	6.737	5.00E-05	8.69E-05	yes	2.500	Yes
2410018L13Rik	2410018L13Rik	2410018L13Rik	69732	RIKEN cDNA 2410018L13 gene	chr12:22953996-23010243	pomc	nonpomc	OK	4.501	11.253	1.322	4.690	5.00E-05	8.69E-05	yes	2.500	Yes
Cox6a2	Cox6a2	Cox6a2	12862	cytochrome c oxidase subunit VIa polypeptide 2	chr7:128173945-128206366	pomc	nonpomc	OK	1.998	4.995	1.322	2.263	5.00E-05	8.69E-05	yes	2.500	Yes
Max	Max	Max	17187	Max protein	chr12:76937268-76962248	pomc	nonpomc	OK	20.352	50.873	1.322	6.686	5.00E-05	8.69E-05	yes	2.500	Yes
Lgals3	Lgals3	Lgals3	16854	"lectin, galactose binding, soluble 3"	chr14:47373859-47386167	pomc	nonpomc	OK	0.463	1.158	1.322	1.981	3.50E-04	5.71E-04	yes	2.500	Yes
Rhou	Rhou	Rhou	69581	ras homolog family member U	chr8:123653928-123663880	pomc	nonpomc	OK	10.194	25.477	1.322	6.684	5.00E-05	8.69E-05	yes	2.499	Yes
Rbpms2	Rbpms2	Rbpms2	71973	RNA binding protein with multiple splicing 2	chr9:65630581-65660518	pomc	nonpomc	OK	0.802	2.003	1.321	2.968	5.00E-05	8.69E-05	yes	2.498	Yes
Siah1a	Siah1a	Siah1a	20437	seven in absentia 1A	chr8:86723937-86747060	pomc	nonpomc	OK	6.905	17.240	1.320	5.170	5.00E-05	8.69E-05	yes	2.497	Yes
Tra2a	Tra2a	Tra2a	101214	transformer 2 alpha homolog (Drosophila)	chr6:49243920-49264052	pomc	nonpomc	OK	21.337	53.256	1.320	6.622	5.00E-05	8.69E-05	yes	2.496	Yes
Shb	Shb	Shb	230126	src homology 2 domain-containing transforming protein B	chr4:45423275-45530828	pomc	nonpomc	OK	2.906	7.253	1.319	6.011	5.00E-05	8.69E-05	yes	2.495	Yes
Dazl	Dazl	Dazl	13164	deleted in azoospermia-like	chr17:50279393-50293599	pomc	nonpomc	OK	0.255	0.636	1.319	1.623	7.65E-03	1.09E-02	yes	2.495	Yes
Tpt1	Tpt1	Tpt1	22070	"tumor protein, translationally-controlled 1"	chr14:75845255-75848303	pomc	nonpomc	OK	493.792	1231.870	1.319	6.645	5.00E-05	8.69E-05	yes	2.495	Yes
Gorasp1	Gorasp1	Gorasp1	74498	golgi reassembly stacking protein 1	chr9:119894894-119937558	pomc	nonpomc	OK	6.698	16.707	1.319	3.892	5.00E-05	8.69E-05	yes	2.494	Yes
Gyg	Gyg	Gyg	27357	glycogenin	chr3:20122083-20155096	pomc	nonpomc	OK	11.061	27.585	1.318	5.677	5.00E-05	8.69E-05	yes	2.494	Yes
Setmar	Setmar	Setmar	74729	SET domain without mariner transposase fusion	chr6:108065045-108077120	pomc	nonpomc	OK	1.663	4.147	1.318	3.237	5.00E-05	8.69E-05	yes	2.493	Yes
Mgll	Mgll	Mgll	23945	monoglyceride lipase	chr6:88724411-88828360	pomc	nonpomc	OK	5.334	13.300	1.318	5.304	5.00E-05	8.69E-05	yes	2.493	Yes
Lemd2	Lemd2	Lemd2	224640	LEM domain containing 2	chr17:27189599-27204438	pomc	nonpomc	OK	3.956	9.861	1.318	6.083	5.00E-05	8.69E-05	yes	2.493	Yes
Pitx2	Pitx2	Pitx2	18741	paired-like homeodomain transcription factor 2	chr3:129199917-129219590	pomc	nonpomc	OK	10.748	26.789	1.317	6.091	5.00E-05	8.69E-05	yes	2.492	Yes
Mapkapk2	Mapkapk2	Mapkapk2	17164	MAP kinase-activated protein kinase 2	chr1:131053703-131097543	pomc	nonpomc	OK	6.064	15.113	1.317	6.027	5.00E-05	8.69E-05	yes	2.492	Yes
Tcta	Tcta	Tcta	102791	T cell leukemia translocation altered gene	chr9:108302957-108305951	pomc	nonpomc	OK	13.521	33.695	1.317	6.022	5.00E-05	8.69E-05	yes	2.492	Yes
Coro1b	Coro1b	Coro1b	23789	"coronin, actin binding protein 1B"	chr19:4148662-4154035	pomc	nonpomc	OK	12.630	31.451	1.316	6.448	5.00E-05	8.69E-05	yes	2.490	Yes
Rnf34	Rnf34	Rnf34	80751	ring finger protein 34	chr5:122850187-122868945	pomc	nonpomc	OK	17.376	43.264	1.316	6.455	5.00E-05	8.69E-05	yes	2.490	Yes
Tmem116	Tmem116	Tmem116	77462	transmembrane protein 116	chr5:121452708-121495421	pomc	nonpomc	OK	0.216	0.537	1.316	1.317	8.75E-03	1.24E-02	yes	2.489	Yes
B4galt7	B4galt7	B4galt7	218271	"xylosylprotein beta1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)"	chr13:55600110-55609954	pomc	nonpomc	OK	5.439	13.526	1.314	5.235	5.00E-05	8.69E-05	yes	2.487	Yes
Pdgfa	Pdgfa	Pdgfa	18590	"platelet derived growth factor, alpha"	chr5:138976971-138994953	pomc	nonpomc	OK	11.594	28.810	1.313	5.995	5.00E-05	8.69E-05	yes	2.485	Yes
Stard5	Stard5	Stard5	170460	StAR-related lipid transfer (START) domain containing 5	chr7:83632016-83642328	pomc	nonpomc	OK	1.659	4.122	1.313	3.922	5.00E-05	8.69E-05	yes	2.484	Yes
Sirt5	Sirt5	Sirt5	68346	sirtuin 5	chr13:43370715-43395203	pomc	nonpomc	OK	4.460	11.080	1.313	4.676	5.00E-05	8.69E-05	yes	2.484	Yes
Slc39a3	Slc39a3	Slc39a3	106947	"solute carrier family 39 (zinc transporter), member 3"	chr10:81028539-81033912	pomc	nonpomc	OK	4.753	11.802	1.312	6.345	5.00E-05	8.69E-05	yes	2.483	Yes
Glipr1	Glipr1	Glipr1	73690	GLI pathogenesis-related 1 (glioma)	chr10:111972694-111997264	pomc	nonpomc	OK	3.176	7.887	1.312	1.548	9.05E-03	1.28E-02	yes	2.483	Yes
Rab24	Rab24	Rab24	19336	"RAB24, member RAS oncogene family"	chr13:55319222-55321980	pomc	nonpomc	OK	18.628	46.242	1.312	6.737	5.00E-05	8.69E-05	yes	2.482	Yes
Cideb	Cideb	Cideb	12684	"cell death-inducing DNA fragmentation factor, alpha subunit-like effector B"	chr14:55745692-55758424	pomc	nonpomc	OK	1.207	2.995	1.311	1.799	2.00E-03	3.03E-03	yes	2.482	Yes
Vps37b	Vps37b	Vps37b	330192	vacuolar protein sorting 37B	chr5:124004640-124032260	pomc	nonpomc	OK	2.923	7.250	1.311	5.104	5.00E-05	8.69E-05	yes	2.480	Yes
Xrcc6bp1	Xrcc6bp1	Xrcc6bp1	68876	XRCC6 binding protein 1	chr10:126868427-126901371	pomc	nonpomc	OK	3.564	8.837	1.310	4.017	5.00E-05	8.69E-05	yes	2.479	Yes
Ccdc61	Ccdc61	Ccdc61	232933	coiled-coil domain containing 61	chr7:18890883-18910404	pomc	nonpomc	OK	2.679	6.641	1.310	4.995	5.00E-05	8.69E-05	yes	2.479	Yes
Coq9	Coq9	Coq9	67914	coenzyme Q9	chr8:94838416-94854895	pomc	nonpomc	OK	21.453	53.174	1.310	6.682	5.00E-05	8.69E-05	yes	2.479	Yes
Slc25a4	Slc25a4	Slc25a4	11739	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"	chr8:46207340-46211009	pomc	nonpomc	OK	411.451	1019.730	1.309	6.369	5.00E-05	8.69E-05	yes	2.478	Yes
Atp5s	Atp5s	Atp5s	68055	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit S"	chr12:69724961-69744658	pomc	nonpomc	OK	10.868	26.934	1.309	4.988	5.00E-05	8.69E-05	yes	2.478	Yes
Atxn7l3	Atxn7l3	Atxn7l3	217218	ataxin 7-like 3	chr11:102284960-102296629	pomc	nonpomc	OK	22.882	56.694	1.309	6.440	5.00E-05	8.69E-05	yes	2.478	Yes
6430571L13Rik	6430571L13Rik	6430571L13Rik	235599	RIKEN cDNA 6430571L13 gene	chr9:107340639-107349683	pomc	nonpomc	OK	1.832	4.539	1.309	4.369	5.00E-05	8.69E-05	yes	2.477	Yes
Sqstm1	Sqstm1	Sqstm1	18412	sequestosome 1	chr11:50200151-50210790	pomc	nonpomc	OK	152.823	378.544	1.309	6.503	5.00E-05	8.69E-05	yes	2.477	Yes
Mdp1	Mdp1	Mdp1	67881	magnesium-dependent phosphatase 1	chr14:55657878-55660508	pomc	nonpomc	OK	18.566	45.986	1.309	6.410	5.00E-05	8.69E-05	yes	2.477	Yes
2900052N01Rik	2900052N01Rik	2900052N01Rik	73040	RIKEN cDNA 2900052N01 gene	chr9:46913602-46927366	pomc	nonpomc	OK	6.110	15.132	1.308	5.319	5.00E-05	8.69E-05	yes	2.476	Yes
Aspscr1	Aspscr1	Aspscr1	68938	"alveolar soft part sarcoma chromosome region, candidate 1 (human)"	chr11:120672972-120709446	pomc	nonpomc	OK	13.831	34.244	1.308	6.336	5.00E-05	8.69E-05	yes	2.476	Yes
AI836003	AI836003	AI836003	.	.	chr15:98167805-98170134	pomc	nonpomc	OK	14.924	36.949	1.308	7.093	5.00E-05	8.69E-05	yes	2.476	Yes
Pemt	Pemt	Pemt	18618	phosphatidylethanolamine N-methyltransferase	chr11:59970616-60036839	pomc	nonpomc	OK	1.561	3.864	1.308	2.404	5.00E-05	8.69E-05	yes	2.476	Yes
Zfp358	Zfp358	Zfp358	140482	zinc finger protein 358	chr8:3493137-3497208	pomc	nonpomc	OK	6.775	16.767	1.307	5.951	5.00E-05	8.69E-05	yes	2.475	Yes
Mfng	Mfng	Mfng	17305	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	chr15:78755882-78773445	pomc	nonpomc	OK	0.704	1.742	1.307	2.824	5.00E-05	8.69E-05	yes	2.475	Yes
Id1	Id1	Id1	15901	inhibitor of DNA binding 1	chr2:152736273-152737410	pomc	nonpomc	OK	4.365	10.803	1.307	4.184	5.00E-05	8.69E-05	yes	2.475	Yes
Sox14	Sox14	Sox14	20669	SRY (sex determining region Y)-box 14	chr9:99874105-99876170	pomc	nonpomc	OK	1.315	3.255	1.307	3.789	5.00E-05	8.69E-05	yes	2.475	Yes
Brms1	Brms1	Brms1	107392	breast cancer metastasis-suppressor 1	chr19:5041403-5049917	pomc	nonpomc	OK	5.215	12.900	1.307	5.029	5.00E-05	8.69E-05	yes	2.474	Yes
Hdac11	Hdac11	Hdac11	232232	histone deacetylase 11	chr6:91156814-91174683	pomc	nonpomc	OK	83.006	205.238	1.306	6.827	5.00E-05	8.69E-05	yes	2.473	Yes
Casz1	Casz1	Casz1	69743	castor zinc finger 1	chr4:148804391-148954892	pomc	nonpomc	OK	1.369	3.385	1.306	5.840	5.00E-05	8.69E-05	yes	2.472	Yes
Cbx7	Cbx7	Cbx7	52609	chromobox 7	chr15:79915806-79932646	pomc	nonpomc	OK	11.305	27.942	1.306	6.847	5.00E-05	8.69E-05	yes	2.472	Yes
Myadm	Myadm	Myadm	50918	myeloid-associated differentiation marker	chr7:3289037-3299349	pomc	nonpomc	OK	4.183	10.338	1.305	5.454	5.00E-05	8.69E-05	yes	2.471	Yes
